parallel_id,yue_sent_id,zh_sent_id,yue_text,zh_text,yue_tokens,zh_tokens,absolute_token_difference,yue_mean_arc_distance,zh_mean_arc_distance,yue_long_arc_percent,zh_long_arc_percent,base_relation_JS_bits
hk/437,437,437,我唱下呢個誒，男兒當自強，下嘛，幾雄壯呀。,比如說《男兒當自強》，多雄壯！,15,8,7,3.2857142857142856,1.7142857142857142,21.428571428571427,0.0,0.4242935126509045
hk/363,363,363,繼續講啦！係啦，係啦，繼續講！講快啲啦！,說快一點！,18,4,14,3.411764705882353,1.6666666666666667,17.647058823529413,0.0,0.423121039310249
hk/415,415,415,我對呢個-唱歌好有興趣嘅。,我很喜歡唱歌。,11,5,6,2.6,1.5,10.0,0.0,0.41840479739882896
hk/339,339,339,呢個係九零三嚟㗎喇喎。,這就是九零三。,9,5,4,2.375,1.75,0.0,0.0,0.4149331812716075
hk/752,752,752,而因為我，一來我唔係一個-即係法律嘅-嘅背景嘅一個嘅議員啦。,因為我既非具有法律背景的議員。,22,10,12,4.809523809523809,4.111111111111111,33.333333333333336,33.333333333333336,0.4122768267495615
hk/423,423,423,幫人做咗幾年喇，做咗幾年。後尾，ei1做，誒做咗幾年呢。,幫別人打工幾年了。,25,7,18,3.125,3.1666666666666665,16.666666666666668,16.666666666666668,0.41164980603629864
hk/196,196,196,我播畀你聽，你等我一陣。,我播給你聽。,11,6,5,2.4,2.0,10.0,0.0,0.41072768685506494
hk/511,511,511,畀我一個困難呢，係歡樂。,是歡樂。,10,3,7,4.111111111111111,1.0,33.333333333333336,0.0,0.4077660030601058
hk/168,168,168,我過到去呀，驚做電燈膽呀。,我才免得做電燈泡。,9,6,3,2.75,1.8,25.0,0.0,0.4038651147483392
hk/105,105,105,最衰都係嗰個無綫啦！,都是無線電視的錯！,9,6,3,2.375,2.2,0.0,0.0,0.40386511474833914
hk/166,166,166,又話拎啲嘢畀你阿哥！,剛剛才說要拿去哥哥那邊！,9,9,0,2.25,2.0,12.5,12.5,0.4025062498798073
hk/655,655,655,噉，而第二部份呢，就應該係，依一個嘅-進行我哋，議會嘅主席嘅選舉。,而第二部分是選舉立法會主席。,25,8,17,3.6666666666666665,1.8571428571428572,25.0,0.0,0.40227794640866205
hk/32,32,32,行得未呀？,弄好沒有嗎？,5,5,0,2.5,2.5,0.0,0.0,0.4
hk/50,50,50,找返你三十⋯⋯,找你三十三塊六,5,5,0,2.5,1.5,0.0,0.0,0.4
hk/620,620,620,太新啲歌。,太新的歌。,5,5,0,1.75,1.25,0.0,0.0,0.4
hk/630,630,630,三十乘三十啦？,三十乘三十吧？,5,5,0,2.0,1.75,0.0,0.0,0.4
hk/638,638,638,因住整爛呀！,小心弄破了！,5,5,0,1.75,1.5,0.0,0.0,0.4
hk/70,70,70,乖乖地要畀心機讀書呀，知唔知呀，繼續？,要繼續乖乖讀書。,14,5,9,3.3076923076923075,1.75,15.384615384615385,0.0,0.3993714434302662
hk/281,281,281,唔得呀，得呢份咋！,我只差這一份！,9,7,2,2.5,2.1666666666666665,12.5,0.0,0.39636791110888914
hk/947,947,947,我做決定有-可以錯，可以對。,我的決定可以是錯或對。,11,9,2,2.1,1.875,0.0,0.0,0.39231791204834077
hk/541,541,541,我企喺度都，你哋都喺度唱。,我站在那邊你們還唱呢！,10,9,1,2.7777777777777777,2.5,11.11111111111111,12.5,0.3914329774095755
hk/492,492,492,噉，終於有個朋友呢，佢介紹我去酒樓夜總會唱歌。,終於有個朋友介紹我在酒樓夜總會唱歌。,16,11,5,2.8666666666666667,2.4,13.333333333333334,10.0,0.3893251779987206
hk/150,150,150,喂呀，啲閃喺佢度呀，原來。,原來閃卡都在哥哥新家。,12,8,4,2.4545454545454546,2.2857142857142856,9.090909090909092,0.0,0.3891844496045106
hk/408,408,408,吓，噉都畀你搵到呀？,竟然能找到！,10,5,5,2.3333333333333335,1.5,0.0,0.0,0.38676687467547965
hk/662,662,662,噉，我而家呢，依個時間呢，就讓大家呢，就出出去出便嗰度呢-誒……如果關心嘅同事吓，就喺出便去聽下梁君彥議員佢作出交待。,我現在請關注此事的議員到會議廳外，聽取梁君彥議員的交代。,42,18,24,4.2439024390243905,3.5294117647058822,19.51219512195122,11.764705882352942,0.38578538450549277
hk/784,784,784,喔，第二位嘅就係許智峰議員。,第二位想提出規程問題的議員是許智峯議員。,10,12,2,2.2222222222222223,2.1818181818181817,11.11111111111111,9.090909090909092,0.3844504069170783
hk/757,757,757,但係你-正話你噉樣講呢，佢做咗主席呢，就不能夠有，呀，居留權。,……但按照你剛才的說法，作為立法會主席便不能夠擁有外國居留權。,24,18,6,3.5217391304347827,3.0588235294117645,17.391304347826086,11.764705882352942,0.38372925709847233
hk/460,460,460,《分飛燕》呀，日日都，好似呢排都有。,《分飛燕》呀什麼的。,14,7,7,2.8461538461538463,2.6666666666666665,15.384615384615385,0.0,0.38218356061261416
hk/664,664,664,噉，我而家係宣佈係咁多。,我的發言到此結束。,10,6,4,2.111111111111111,1.4,0.0,0.0,0.38100652167845855
hk/174,174,174,邊個中意黎明呀？,哪有人喜歡黎明？,5,6,1,1.75,1.6,0.0,0.0,0.38100652167845855
hk/654,654,654,而第一部份呢，就係剛才大家已經經歷過嘞，就係宣誓嘅過程。,第一部分是剛才大家已完成的宣誓。,20,10,10,3.3684210526315788,2.6666666666666665,21.05263157894737,22.22222222222222,0.3801503120132196
hk/967,967,967,請大家坐低先，請大家靜下先，請靜下先，請靜下先，請大家靜下先。,請大家坐下，並保持肅靜。,28,9,19,4.814814814814815,3.125,18.51851851851852,25.0,0.3760236173830857
hk/843,843,843,我係第一次參與呢個會議。,我是第一次參與立法會會議。,8,8,0,2.142857142857143,2.142857142857143,14.285714285714286,0.0,0.375
hk/853,853,853,一個書面-一個有法律效力嘅文件，呢個係一個如此簡單嘅事情。,要求提供一份書面和具有法律效力的文件，本應很簡單。,21,16,5,3.85,4.2,35.0,33.333333333333336,0.3747643631563545
hk/17,17,17,你⋯⋯同我睇啦！,你跟我一起看吧！,7,7,0,1.8333333333333333,1.8333333333333333,0.0,0.0,0.3746508927026093
hk/449,449,449,每天對住啲人又笑，人哋肯幫你咖嘛。,對著客人要嬉皮笑臉，那別人才會幫你的！,14,14,0,2.0,3.1538461538461537,0.0,15.384615384615385,0.3746508927026093
hk/98,98,98,啲卡都冇咗啦。,都不知去哪兒了。,7,7,0,1.6666666666666667,2.0,0.0,0.0,0.3746508927026093
hk/417,417,417,噉呀，噉，有啲人退咗休就頂畀我。噉就頂嚟做囖。,上一手退休便讓給我，我就接手啦。,23,14,9,3.0,2.3846153846153846,9.090909090909092,15.384615384615385,0.37265228989251376
hk/532,532,532,以前唔係㗎，圍到嗰個欄行滿晒㗎。,以前不是這樣的，欄杆那邊圍滿人。,14,12,2,3.1538461538461537,2.6363636363636362,15.384615384615385,9.090909090909092,0.37212605906088086
hk/292,292,292,ＯＫ，好，掰掰！,好的，再見！,6,5,1,2.6,2.25,0.0,0.0,0.3717769009686913
hk/936,936,936,你問我個理由呢，我解釋畀你聽嘞。,你問我理據是甚麼，我已向你作出解釋。,14,14,0,2.923076923076923,3.5384615384615383,7.6923076923076925,15.384615384615385,0.3710842687701138
hk/785,785,785,主席，我想你清醒啲諗一諗呢……,主席，我想你清醒地想想，我們今天是否……,10,14,4,2.6666666666666665,2.4615384615384617,11.11111111111111,7.6923076923076925,0.3704097373638041
hk/896,896,896,主席呀，我而家有冇管-我第一個問題，我修正吖。,主席，那麼我修正我第一個問題。,18,10,8,3.1176470588235294,2.5555555555555554,11.764705882352942,0.0,0.36951964809498966
hk/802,802,802,就係我哋有議員呢，係冇，呀，一個合理理由呢，就係圍住你嘅檯嘅後便啦。,有議員沒有合理理由而在你身後及旁邊站着。,29,14,15,4.071428571428571,4.0,17.857142857142858,30.76923076923077,0.3693813620956042
hk/104,104,104,用下用下壞㗎啦。,用耐了便壞。,8,6,2,2.0,1.6,0.0,0.0,0.3666813166402925
hk/689,689,689,噉呀，而家呢，就想問問嘞，如果邊個-頭先邊個提，誒……有舉手話過提問嘅？,我現在想問一問，剛才有哪些議員曾舉手想提出規程問題？,27,16,11,4.076923076923077,2.6666666666666665,23.076923076923077,6.666666666666667,0.3665159312448145
hk/956,956,956,點解你唔將呢句說話-點解你同我講，唔同你隔籬嗰啲人講呀？,為何你這些話祇對我說，卻不對你身旁的人說？,23,18,5,3.8636363636363638,3.823529411764706,27.272727272727273,29.41176470588235,0.36648426435765274
hk/162,162,162,哎！等等等等我嚟！,我來，我來！,9,6,3,1.625,2.2,0.0,0.0,0.3658632937969323
hk/117,117,117,聽日畀你睇返啲錄影帶！,明天再給你看錄影帶！,8,7,1,2.142857142857143,2.0,0.0,0.0,0.36519003396811384
hk/121,121,121,爺爺，你畀我睇埋啦！你畀我睇埋啦！,爺爺，你給我看吧！,16,8,8,2.6,2.0,6.666666666666667,0.0,0.3623008763572907
hk/966,966,966,希望你請嗰啲喺出便嘅議員返返去嗰個位嗰度。,希望你請那些在你身旁的議員返回座位。,15,12,3,3.357142857142857,3.4545454545454546,14.285714285714286,27.272727272727273,0.3601343882307612
hk/669,669,669,嗱，復會嘅時間呢，我當然-我期望呢，所有同事係坐返自己原來嘅位置。,會議現已恢復，我希望所有同事返回自己的座位。,24,14,10,2.869565217391304,2.230769230769231,13.043478260869565,7.6923076923076925,0.35854797928368043
hk/246,246,246,除非⋯⋯你買本Yes!畀我。,要不⋯⋯你買新一期Yes!送我。,9,11,2,2.25,3.1,0.0,20.0,0.35835102814894676
hk/738,738,738,嗱，因為呢，我哋依個立法會嘅主席嘅選舉呢，係按照依個《議事規則》嘅附表第一嘅程序進行嘅。,由於立法會主席的選舉須按照《議事規則》附表一所訂的程序進行。,29,19,10,4.857142857142857,4.0,32.142857142857146,22.22222222222222,0.3583408311103235
hk/450,450,450,對即使啲乞兒呀，呢啲，呀，飲醉酒、醉貓呀，喺呢度飲醉酒呀，或者乞兒好臭呀，我都唔鬧佢哋嘅，照坐。,即使很臭的乞丐、醉酒的人我都不會趕他們走。,41,17,24,4.15,2.6875,15.0,6.25,0.35821558080847954
hk/416,416,416,初初呢，就由唱歌而-而嚟嘅，噉，後尾呢，唱唱下，中意做嘞。,起初是來唱歌的，漸漸就變成工作。,23,11,12,3.5,2.9,27.272727272727273,20.0,0.35819469330513065
hk/531,531,531,誒，老一輩嗰啲呢，已經過咗身㗎呢，都去咗七七八八㗎喇。,老一輩差不多都老死了。,20,8,12,3.263157894736842,1.7142857142857142,15.789473684210526,0.0,0.35598588000714826
hk/897,897,897,我而家有冇權參加呢一個會議呀？,我想問我現在究竟有沒有權參加這個會議？,12,14,2,3.272727272727273,2.6153846153846154,9.090909090909092,7.6923076923076925,0.3532691283803616
hk/866,866,866,噉，所以我希望主席你明白而家有兩個好大問題擺喺我哋面前。,我希望主席明白大家面前有兩大問題。,20,11,9,2.5789473684210527,2.4,5.2631578947368425,10.0,0.35169031182612487
hk/694,694,694,而家我祇係呢，係因為根據會議規則啦……,我祇是執行會議規則。,13,6,7,3.0,1.8,8.333333333333334,0.0,0.35110467278486507
hk/4,4,4,剩落呢啲都係冇用㗎喇！,餘下的都沒用！,9,5,4,1.875,1.5,0.0,0.0,0.35051081046955346
hk/656,656,656,噉呢，但係不過呢，我知道亦都明白到有同事呢，對於我哋嘅候選人-我哋嘅主席嘅候選人呢，嘅國籍問題呢，有啲嘅意見。,我知道有同事對主席候選人的國籍問題有些意見。,39,14,25,4.2368421052631575,2.8461538461538463,18.42105263157895,15.384615384615385,0.34705354857129644
hk/530,530,530,即係佢唔想見到，誒，冇咗呢個檔口。噉就有啲特色喺度囖。,他不想廟街失去這樣的特色檔口！,23,10,13,3.227272727272727,2.4444444444444446,9.090909090909092,11.11111111111111,0.345981249568862
hk/226,226,226,明明啲CD同而家一樣都係一百蚊倒咋嘛。,唱片也跟現在一樣，一張一百元左右。,13,12,1,3.0,2.727272727272727,16.666666666666668,9.090909090909092,0.34575198916313243
hk/536,536,536,噉，噉嗰陣時黃、賭、毒，百花齊放吖嘛，最-最搵到錢嗰陣時。,那時候黃、賭、毒百花齊放，最能賺錢的年代。,21,15,6,3.4,3.142857142857143,25.0,21.428571428571427,0.3435903806340187
hk/833,833,833,我覺得即係作為一個，誒-今次選主席啦，而依件事嘅後果呢，係可以好大嘅，可以帶嚟一個憲政嘅一個危機。,我認為今次選舉主席，後果十分重大，足以帶來憲制危機。,40,16,24,3.948717948717949,2.7333333333333334,25.641025641025642,13.333333333333334,0.34349928026336285
hk/709,709,709,噉就，希望如果其他問題嘅話呢，就希望你透過其他嘅場合裏面去發表你嘅意見-嘅提問。,如果有其他問題，請議員在其他場合提出。,27,12,15,3.576923076923077,2.4545454545454546,15.384615384615385,9.090909090909092,0.33867404284692587
hk/724,724,724,我哋最緊要就係要嗰封，呀，放棄國籍聲明，呀，所謂係，呀，Declaration_of_Renunciation_of_UK_citizenship。,我們最主要想看的是那份「放棄國籍」聲明（Declaration_of_Renunciation_of_British_Citizenship）。,24,18,6,3.5652173913043477,2.7058823529411766,17.391304347826086,17.647058823529413,0.3386399898956883
hk/456,456,456,所以我做，冇人贊成我做嘅。係我自己，我-我呢個人唔聽人講嘅。,所以沒有人贊成，但我就是偏偏不聽別人的話。,27,16,11,3.076923076923077,3.066666666666667,11.538461538461538,13.333333333333334,0.3376444274149065
hk/874,874,874,梁君彥如果過倒海呢，佢義不容辭呀，真係。,他當然樂意。,14,4,10,2.5384615384615383,1.3333333333333333,7.6923076923076925,0.0,0.33745711884167434
hk/109,109,109,我呢，同阿哥細細個嗰陣時，夜媽媽呢，都會特登走出廳嗰度呢，睇金田一㗎！,我和哥哥小時候也愛晚上偷偷出廳看金田一。,24,13,11,3.1739130434782608,2.5833333333333335,17.391304347826086,8.333333333333334,0.33590500748059315
hk/673,673,673,好，好呢，就係可唔可以呢-其他同事呢，都係返返埋去自己個座位嗰度呢，讓我哋嘅秘書都可以係，即係幫手，幫我即係做一啲嘅文書嘅工作，得唔得呢？,但請其他同事先行返回座位，讓秘書幫我做一些文書工作。,53,17,36,4.5,3.25,19.23076923076923,18.75,0.3345373018608415
hk/273,273,273,係呀，你快啲教我啦，唔識做呀。,你來教我吧。,15,6,9,3.5,2.0,21.428571428571427,0.0,0.33343005679346166
hk/115,115,115,走啦！,不行！,3,3,0,1.5,1.0,0.0,0.0,0.3333333333333333
hk/198,198,198,Badtaste！,沒品味！,3,3,0,1.0,1.5,0.0,0.0,0.3333333333333333
hk/332,332,332,執嘢！,收拾好！,3,3,0,1.5,1.5,0.0,0.0,0.3333333333333333
hk/409,409,409,點會係呢啲嘢？,怎會是這樣的？,6,6,0,1.8,1.8,0.0,0.0,0.3333333333333333
hk/57,57,57,係佢冇運啫。,只是他沒有什麼運氣。,6,6,0,1.8,1.8,0.0,0.0,0.3333333333333333
hk/97,97,97,咁多年㗎喇。,過了這麼多年。,6,6,0,1.6,2.4,0.0,0.0,0.3333333333333333
hk/742,742,742,我係要求……呢啲係好清楚嘅法律上嘅澄清呀。,我要求的是法律上的澄清。,15,9,6,3.7857142857142856,2.375,21.428571428571427,12.5,0.3328219470056484
hk/809,809,809,呀，我認為呢，有幾位議員呢，佢係冇，呀，依照誓詞嘅內容呢，係完成宣誓。,我亦認為有數位議員沒有依照誓詞的內容完成宣誓。,28,15,13,3.740740740740741,2.9285714285714284,14.814814814814815,14.285714285714286,0.3327662151844624
hk/137,137,137,做乜整壞我部機呀？,不要弄壞我的機。,8,7,1,2.857142857142857,2.3333333333333335,14.285714285714286,0.0,0.33250560358372544
hk/93,93,93,張閃卡本來係我㗎嘛。,那閃卡本應屬於我的。,7,8,1,1.6666666666666667,1.8571428571428572,0.0,0.0,0.33250560358372544
hk/838,838,838,噉，我希望-你剛才提到依個規程問題，點樣規程法呢？,剛才提到規程問題。,17,5,12,2.25,1.75,6.25,0.0,0.33215812858508087
hk/870,870,870,假如，佢-梁君彥係連正本都攞唔倒出嚟。,梁君彥議員連正本都拿不出來證明自己的國籍。,14,13,1,2.4615384615384617,2.5,7.6923076923076925,8.333333333333334,0.33146012432672245
hk/594,594,594,金剛郵輪九折喎！,金剛郵輪九折！,5,4,1,1.5,1.3333333333333333,0.0,0.0,0.33102365960920016
hk/61,61,61,畀我睇下。,讓我看看。,5,4,1,2.0,2.0,0.0,0.0,0.33102365960920016
hk/108,108,108,都係過咗十二點幾先瞓。,差不多半夜一時才去睡。,10,8,2,3.2222222222222223,1.5714285714285714,33.333333333333336,0.0,0.3310236596092001
hk/141,141,141,走唔倒喇！,沒力氣啦！,5,4,1,2.5,2.0,0.0,0.0,0.3310236596092001
hk/194,194,194,你未聽呀？,未聽過？,5,4,1,1.5,1.3333333333333333,0.0,0.0,0.3310236596092001
hk/37,37,37,戰鬥力超勁！,很強的戰鬥力！,4,5,1,1.3333333333333333,1.25,0.0,0.0,0.3310236596092001
hk/42,42,42,整出嚟呀！,小心別跌出來！,4,5,1,2.0,1.5,0.0,0.0,0.3310236596092001
hk/91,91,91,攞嚟啦！,拿來看看吧！,4,5,1,2.0,2.5,0.0,0.0,0.3310236596092001
hk/528,528,528,嗯，三十年嚟，冇咩經驗囖，經驗呢，都係，誒，讚多過彈囖。,三十年來……又沒有什麼特別經驗，經驗算上讚比罵多。,24,18,6,2.8260869565217392,2.764705882352941,17.391304347826086,11.764705882352942,0.33056066170925524
hk/205,205,205,噉我係要聽吖嘛！,我要聽電台！,7,5,2,2.1666666666666665,1.5,0.0,0.0,0.3280899954392096
hk/634,634,634,都嗌你度好個尺寸。,說了你要量好尺寸。,8,8,0,2.4285714285714284,2.5714285714285716,14.285714285714286,14.285714285714286,0.32781953111478324
hk/986,986,986,你頭先……你坐低咗。,梁頌恒議員，你剛才坐下來。,8,8,0,1.7142857142857142,2.0,0.0,0.0,0.3278195311147832
hk/7,7,7,佢日日都同女朋友去玩煮飯仔，鬼得閒理我哋咩？,他天天在新家與女朋友一起煮菜，都不管我們了。,15,16,1,2.9285714285714284,3.066666666666667,14.285714285714286,20.0,0.3264739280823708
hk/708,708,708,噉呢就，根據議事規則裏便唻講話呢，今日個規程問題呢，只能夠涉及到有關依個選舉個過程嘅情況嘅唧。,根據《議事規則》，今天的規程祇能夠涉及選舉過程。,33,15,18,4.84375,2.2857142857142856,28.125,7.142857142857143,0.3256193070199393
hk/129,129,129,嗰日之後呢，我哋開始識得玩㗎喇。,那天開始，我們懂得玩這個遊戲。,12,11,1,2.4545454545454546,2.1,0.0,0.0,0.3252958915423156
hk/319,319,319,等陣先，等陣先！,等等！,6,2,4,2.4,1.0,0.0,0.0,0.32501121082417717
hk/321,321,321,等陣先，等陣先！,等等！,6,2,4,2.2,1.0,0.0,0.0,0.32501121082417717
hk/767,767,767,我主持一樣嘢，好簡單唧，即係，你講得啱呀。,……你說得對。,18,6,12,3.5294117647058822,1.8,17.647058823529413,0.0,0.325011210824177
hk/730,730,730,噉，但係，剛才你想係，aam6，澄清阿梁君彥議員呢，嗰個，即係都係，國籍問題啦，下。,但你卻要求澄清梁君彥議員的國籍問題。,29,11,18,5.642857142857143,2.7,32.142857142857146,10.0,0.32453747052907167
hk/202,202,202,開咩電視唧？,開電視幹什麼？,5,5,0,2.5,1.5,0.0,0.0,0.3245112497836532
hk/566,566,566,嗱，包你啦……誒……誒……郵費、旅行費啦……誒……酒店費啦。,給你付……船費、旅行費、酒店費。,20,10,10,3.1052631578947367,2.2222222222222223,15.789473684210526,11.11111111111111,0.32451124978365314
hk/565,565,565,嗱，我全程包晒你啦，,你的錢我全程都付了。,10,10,0,2.3333333333333335,2.111111111111111,0.0,0.0,0.3245112497836531
hk/390,390,390,喂呀，特登同李嘉祺換㗎！,喂，我特意跟朋友交換回來的！,9,10,1,2.25,2.4444444444444446,12.5,11.11111111111111,0.32410611491837177
hk/795,795,795,噉證明我哋個宣誓嘅過程出咗問題。,這證明宣誓過程出現問題。,11,7,4,2.6,2.0,20.0,0.0,0.32389281429033284
hk/875,875,875,所以我唔覺得，喺呢度會問嘅問題-大家問題，其實我-係好具體㗎。,我覺得大家剛才問的問題都很具體。,23,11,12,3.0454545454545454,3.0,18.181818181818183,20.0,0.3231827501814103
hk/290,290,290,我轉頭搵你吖！,待會兒我再打給你！,6,7,1,1.8,2.0,0.0,0.0,0.32294096519424864
hk/5,5,5,噉都要執！,也總要有人收拾！,6,7,1,1.8,1.8333333333333333,0.0,0.0,0.32294096519424864
hk/92,92,92,最衰都係爺爺啦。,都是爺爺的錯。,7,6,1,1.6666666666666667,2.2,0.0,0.0,0.32294096519424864
hk/358,358,358,你搞返掂佢呀。,你要負責弄好。,7,6,1,2.6666666666666665,1.6,0.0,0.0,0.3229409651942486
hk/812,812,812,如果不能夠完成宣誓……,由於未能完成宣誓，因此不能參與選舉。,6,12,6,1.8,2.1818181818181817,0.0,9.090909090909092,0.32230572889623305
